Word,Definitions
etwa,etwa; approximately; for instance; by any chance; (modal) really (expresses the expectation of a negative answer)
wichtig,"wichtig (strong nominative masculine singular wichtiger, comparative wichtiger, superlative am wichtigsten); important, relevant, significant, weighty"
jeden,jeden; inflection of jeder:
Prozent,"Prozent n (strong, genitive Prozentes or Prozents, plural Prozente); percent"
Leute,"Leute m pl (plural only, diminutive Leutchen n or Leutlein n); people (several individual persons, a group of people in general, esp. of one kind or another), folk (folks), peeps (slang), guys (boys and/or girls)"
jedem,jedem; masculine dative singular of jeder; neuter dative singular of jeder
gerade,"gerade (strong nominative masculine singular gerader, not comparable); (of a number) even"
Fall,"Fall m (strong, genitive Falles or Falls, plural Fälle); fall, drop (the act of falling or an instance thereof); fall, capture (the act of being seized by enemy forces); fall; the loss of one's innocence, honour, reputation, fortune, etc.; case (actual event, situation, or fact); case (instance or event as a topic of study); case (piece of work subject to case handling in an authority, court, customer support etc.); (grammar) case (kind of inflection of a nominal)"
Hand,"Hand f (genitive Hand, plural Hände, diminutive Händchen n or Händlein n); hand"
leben,"leben (weak, third-person singular present lebt, past tense lebte, past participle gelebt, auxiliary haben); (intransitive) to live, to be alive; (intransitive) to dwell, to reside; (intransitive) to live, to exist, to occupy a place; (intransitive, hyperbolic) to cope with, to live with, to deal with"
Arbeit,"Arbeit f (genitive Arbeit, plural Arbeiten) (uncountable, countable); toil, regularly performed work, regularly pursued economic activity, labor, job, employment, occupation; job, task, assignment; effort, work, human expenditure; performance, workmanship, work, the result of effort that might consist in a product or performance itself depending on what is owed; (physics) work, energy transmitted by force through a body"
einige,einige; inflection of einig:
fahren,"fahren (class 6 strong, third-person singular present fährt, past tense fuhr, past participle gefahren, past subjunctive führe, auxiliary haben or sein); (chiefly of a person or animal) to go at speed; (intransitive, of a vehicle) to go; to run; to drive; to sail; (intransitive, of a person) to go by vehicle; to sail; to travel"
zwar,"zwar; Signals a following contrary clause, which is usually introduced with aber (“but”), stressing that the speaker is aware of the contradiction, but that it does not invalidate the statement.; namely; only in the form und zwar"
bringen,"bringen (irregular weak, third-person singular present bringt, past tense brachte, past participle gebracht, past subjunctive brächte, auxiliary haben); (transitive) to bring, to fetch, to take, to convey, to bear; (transitive) to bring, to lead, to guide, to accompany; (ditransitive) to cause (someone) to have (something); to cause (something) to exist for the benefit, or to the detriment, of (someone); to cause (something) to be a part of (something); (transitive, with zum and nominalized verb, or with dazu and zu infinitive or dass clause, or with dazu as a demonstrative) to get, to cause (someone to do something); (transitive, with certain phrases) To cause the action implied by a phrase to take place, possibly making the sentence more passive or indirect.; (transitive, with an + reflexive pronoun) to acquire; to take possession of; (transitive, often with etwas or nichts) to accomplish; to yield; (colloquial, transitive, with es (or, shortend, ’s), chiefly in the negative or sarcastic) to be of use; to be helpful; (informal, intransitive) to deliver; to perform well; (transitive, with hinter + reflexive pronoun) to get over with"
diesem,diesem; masculine/neuter dative singular of dieser
meinen,"meinen (weak, third-person singular present meint, past tense meinte, past participle gemeint, auxiliary haben); to opine, to think; to believe; to suppose; to say; to utter; not used with nouns; not used in the imperative and rarely in the infinitive; to mean; to be convinced or sincere about something; to mean; to have in mind; to convey; (now rare) to mean; to signify"
eigen,"eigen (strong nominative masculine singular eigener or eigner, comparative (rare) eigener or eigner, superlative (rare) am eigensten); own, peculiar or private to someone, idiosyncratic, proper or proprietary"
keinen,keinen; accusative masculine of kein; dative plural of kein
bereits,bereits; already
schön,"schön (strong nominative masculine singular schöner, comparative schöner, superlative am schönsten); beautiful, lovely, pretty, handsome; good, great, splendid; nice, pleasant"
fragen,"fragen (weak or mixed, third-person singular present fragt or (dialectal or colloquial) frägt, past tense fragte or (dialectal or colloquial) frug, past participle gefragt, past subjunctive fragte or (dialectal or colloquial) früge, auxiliary haben); (transitive, usually with a second accusative object) to ask (someone something); (transitive, with nach) to ask for, to ask after; (reflexive) to wonder (literally, to ask (oneself))"
bisschen,bisschen; (often with ein) (a) bit; (a) little; (with kein) (not a) bit
jung,"jung (strong nominative masculine singular junger, comparative jünger, superlative am jüngsten); young"
kennen,"kennen (irregular weak, third-person singular present kennt, past tense kannte, past participle gekannt, past subjunctive kennte, auxiliary haben); (transitive) to know; to be acquainted with; to be familiar with"
spielen,"spielen (weak, third-person singular present spielt, past tense spielte, past participle gespielt, auxiliary haben); (intransitive, often with mit (with)) to play (engage in some activity for fun or entertainment); (transitive) to play, to engage in (a game, a sport, etc.); (transitive) to play, to perform (a piece of music, a role in theater or a movie); (transitive) to play, to listen to (a radio, a recording, etc.); (transitive) to play, to perform on (a musical instrument); (transitive) to act like, to behave like; (intransitive) to take place , to be set (in a particular time or place; of fiction)"
