Word,Definitions
Kran,"Kran m (strong, genitive Kranes or Krans, plural Kräne or Krane); crane (a lifting device); (regional, western Germany) tap, faucet"
Kollektion,"Kollektion f (genitive Kollektion, plural Kollektionen); collection, set of items"
Schlagzeug,"Schlagzeug n (strong, genitive Schlagzeugs, plural Schlagzeuge); drum set, drum kit, drums, percussion (musical instrument)"
Horde,"Horde f (genitive Horde, plural Horden); horde"
Patsche,"Patsche f (genitive Patsche, plural Patschen); (slang) hand; swatter, beater; (slang) mud, mire; (slang) jam, quagmire, predicament"
Kamel,"Kamel n (strong, genitive Kameles or Kamels, plural Kamele, feminine Kamelin); a camel; (informal, dated) a stupid person"
Befugnis,"Befugnis f (genitive Befugnis, plural Befugnisse); permission, authorization; legal authority, capacity, competence"
Farce,"Farce f (genitive Farce, plural Farcen); (theater) farce; (cooking) stuffing, mince (finely chopped meat or vegetables, used to fill a cavity in another food item, e.g. in a pie)"
Unterhalt,"Unterhalt m (strong, genitive Unterhaltes or Unterhalts, no plural); alimony, maintenance, (child) support (court-enforced allowance)"
Getriebe,"Getriebe n (strong, genitive Getriebes, plural Getriebe); gear, gears, transmission; entirety of the actions of a group"
Einzelhaft,"Einzelhaft f (genitive Einzelhaft, no plural); solitary confinement"
Schi,"Schi m (strong, genitive Schis, plural Schier or Schi); Alternative spelling of Ski"
Entschlossenheit,"Entschlossenheit f (genitive Entschlossenheit, no plural); determination, resolution"
Kopfgeld,"Kopfgeld n (strong, genitive Kopfgeldes or Kopfgelds, plural Kopfgelder); bounty (reward)"
Verurteilung,"Verurteilung f (genitive Verurteilung, plural Verurteilungen); (law) conviction, sentence; condemnation"
Prostitution,"Prostitution f (genitive Prostitution, no plural); prostitution"
Wohnheim,"Wohnheim n (strong, genitive Wohnheimes or Wohnheims, plural Wohnheime); (building) hostel, boarding house, dormitory"
Serum,"Serum n (strong, genitive Serums, plural Seren or Sera); serum"
Karussell,"Karussell n (strong, genitive Karusselles or Karussells, plural Karusselle or Karussells); carousel"
Eintrag,"Eintrag m (strong, genitive Eintrages or Eintrags, plural Einträge); entry (in dictionary, record in log)"
Elch,"Elch m (strong, genitive Elches or Elchs, plural Elche, feminine Elchkuh or Elchin); moose, Eurasian elk (Alces alces)"
Kerker,"Kerker m (strong, genitive Kerkers, plural Kerker); dungeon (underground prison or vault)"
Arche,"Arche f (genitive Arche, plural Archen); ark (Noah's ship)"
Verwandlung,"Verwandlung f (genitive Verwandlung, plural Verwandlungen); metamorphosis; transformation; (theater) change of scene"
Durchfall,"Durchfall m (strong, genitive Durchfalles or Durchfalls, plural Durchfälle); diarrhea"
stottern,"stottern (weak, third-person singular present stottert, past tense stotterte, past participle gestottert, auxiliary haben); to stutter"
Tresen,"Tresen m (strong, genitive Tresens, plural Tresen); counter, bar"
Landkarte,"Landkarte f (genitive Landkarte, plural Landkarten); map"
Begierde,"Begierde f (genitive Begierde, plural Begierden); desire, craving"
Denkmal,"Denkmal n (strong, genitive Denkmales or Denkmals, plural Denkmale or Denkmäler); monument, memorial"
Demo,"Demo f (genitive Demo, plural Demos); (politics) Clipping of Demonstration (“demonstration, rally”)."
Blickwinkel,"Blickwinkel m (strong, genitive Blickwinkels, plural Blickwinkel); perspective; angle, point of view"
Vers,"Vers m (strong, genitive Verses, plural Verse, diminutive Verschen n or Verslein n); line (of a poem or song); (usually in the plural) verse, poetry; verse (short, often popular poem); verse of a holy book (Bible, Quran etc.); (colloquial, loosely) stanza, verse (section of a longer poem consisting of several lines)"
Yoga,"Yoga n or m (strong, genitive Yogas, no plural); (yoga) yoga (a Hindu discipline)"
Ensemble,"Ensemble n (strong, genitive Ensembles, plural Ensembles); ensemble"
Reklame,"Reklame f (genitive Reklame, plural Reklamen); (somewhat dated) advertisement"
Beil,"Beil n (strong, genitive Beiles or Beils, plural Beile, diminutive Beilchen n); axe, hatchet"
Ruin,"Ruin m (strong, genitive Ruins, no plural); ruin (something which leads to serious troubles)"
Mast,"Mast m (mixed or strong, genitive Mastes or Masts, plural Masten or Maste); mast (of a ship); pylon"
Trauung,"Trauung f (genitive Trauung, plural Trauungen); wedding vows; (by extension) wedding"
Treppenhaus,"Treppenhaus n (strong, genitive Treppenhauses, plural Treppenhäuser); stairwell"
Anfall,"Anfall m (strong, genitive Anfalles or Anfalls, plural Anfälle); (now rare) swift attack (military or criminal); fit; seizure; attack (medical or emotional); yield; volume; quantum (an amount or number of something, especially one that varies somewhat irregularly between periods of time)"
Hochstapler,"Hochstapler m (strong, genitive Hochstaplers, plural Hochstapler); conman, con man, impostor"
Wirtshaus,"Wirtshaus n (strong, genitive Wirtshauses, plural Wirtshäuser); inn, tavern"
Spatz,"Spatz m (weak or mixed, genitive Spatzen or Spatzes, plural Spatzen); (especially southern and western) sparrow; (ornithology, technical) house sparrow (Passer domesticus)"
Vorstellungskraft,"Vorstellungskraft f (genitive Vorstellungskraft, no plural); imagination (image-making power of the mind)"
Gruft,"Gruft f (genitive Gruft, plural Grüfte or Gruften); burial vault, tomb"
Angsthase,"Angsthase m (weak, genitive Angsthasen, plural Angsthasen, feminine Angsthäsin); coward"
Abdruck,"Abdruck m (strong, genitive Abdruckes or Abdrucks, plural Abdrücke or Abdrucke); imprint, impression (the mark left behind by pressing on or printing something); print (of e.g. a finger)"
Jackpot,"Jackpot m (strong, genitive Jackpots, plural Jackpots); jackpot"
Puzzle,"Puzzle n (strong, genitive Puzzles, plural Puzzles); (games) jigsaw puzzle"
Schmerzmittel,"Schmerzmittel n (strong, genitive Schmerzmittels, plural Schmerzmittel); (pharmacology, medicine) painkiller"
Drehort,"Drehort m (strong, genitive Drehortes or Drehorts, plural Drehorte); (cinematography) location (The place where a film or a scene is shot.)"
Todesangst,"Todesangst f (genitive Todesangst, plural Todesängste); fear of death"
Schminke,"Schminke f (genitive Schminke, plural Schminken); make-up"
Rekrut,"Rekrut m (weak, genitive Rekruten, plural Rekruten); (Germany, military) recruit; (Switzerland, Austria) A soldier of the lowest rank in the Swiss and Austrian armed forces, similar to a private."
Stander,"Stander m (strong, genitive Standers, plural Stander); pennant, burgee"
Fachmann,"Fachmann m (strong, genitive Fachmannes or Fachmanns, plural Fachmänner or Fachleute, feminine Fachfrau); expert, specialist, professional"
Klammer,"Klammer f (genitive Klammer, plural Klammern); clamp; bracket, parenthesis, {}, [], () and the like characters; (orthodontics) braces"
Rohre,Rohre; nominative/accusative/genitive plural of Rohr
Schimpanse,"Schimpanse m (weak, genitive Schimpansen, plural Schimpansen, feminine Schimpansin); chimpanzee"
Torpedo,"Torpedo m (strong, genitive Torpedos, plural Torpedos); (military) torpedo (weapon); (zoology) torpedo (fish)"
Unkraut,"Unkraut n (strong, genitive Unkrauts or Unkrautes, plural Unkräuter); (usually collective) weed, weeds (unwanted plants)"
Abwurf,"Abwurf m (strong, genitive Abwurfs or Abwurfes, plural Abwürfe); airdrop (act of dropping anything from an aircraft)"
Hackfleisch,"Hackfleisch n (strong, genitive Hackfleisches or Hackfleischs, no plural); minced meat; (figurative, informal) the victim of a beating or a harsh reprehension"
Finanzierung,"Finanzierung f (genitive Finanzierung, plural Finanzierungen); financing, funding"
Waggon,"Waggon m (strong, genitive Waggons, plural Waggons or Waggone); railway wagon, railroad car; (now especially) freight wagon, box van, box car"
Falke,"Falke m (weak, genitive Falken, plural Falken, diminutive Fälkchen n or Fälklein n, feminine Fälkin); (birds) falcon; (politics) hawk, hard-liner"
Cello,"Cello n (strong, genitive Cellos, plural Cellos or Celli); (music) cello"
Automatik,"Automatik f (genitive Automatik, plural Automatiken); (technology) self-controlled system, an automatic or self-regulating process; (technology) device or module that regulates a technical process without requiring further user input; (automotive, informal) Alternative form of Automatikgetriebe (“automatic transmission, automatic gearbox”)"
Favorit,"Favorit m (weak, genitive Favoriten, plural Favoriten, feminine Favoritin); favourite (person who enjoys special regard or favor; person who is preferred or trusted above all others); (sports) favourite"
Zauberstab,"Zauberstab m (strong, genitive Zauberstabs or Zauberstabes, plural Zauberstäbe); magic wand"
Ausschnitt,"Ausschnitt m (strong, genitive Ausschnittes or Ausschnitts, plural Ausschnitte); neckline; clipping, clip, cutting; detail; excerpt, extract; sector"
Beihilfe,"Beihilfe f (genitive Beihilfe, plural Beihilfen); benefit, allowance, grant, subsidy; aiding, abetting"
Schaffner,"Schaffner m (strong, genitive Schaffners, plural Schaffner, feminine Schaffnerin); (officially dated) conductor (of a bus, tram, train etc)"
Henker,"Henker m (strong, genitive Henkers, plural Henker, feminine Henkerin); hangman, an executioner, particularly for executions where blood is not shed"
Wahnvorstellung,"Wahnvorstellung f (genitive Wahnvorstellung, plural Wahnvorstellungen); delusion"
Taille,"Taille f (genitive Taille, plural Taillen); waist, waistline"
Polizeirevier,"Polizeirevier n (strong, genitive Polizeireviers, plural Polizeireviere); police station (building of police force)"
Fass,"Fass n (strong, genitive Fasses, plural Fässer or (optionally after numerals) Fass, diminutive Fässchen n); barrel, keg, cask"
Subjekt,"Subjekt n (strong, genitive Subjektes or Subjekts, plural Subjekte); (philosophy, grammar) subject"
Buchhandlung,"Buchhandlung f (genitive Buchhandlung, plural Buchhandlungen); bookstore, bookshop"
Kreuzfahrt,"Kreuzfahrt f (genitive Kreuzfahrt, plural Kreuzfahrten); (historical) crusade"
